Location,Chao1,Temperature,pH,Latitude
Water (ns),482.7631579,12.5,8.3,68.674122
Water (ns),481.8181818,12.8,8.3,68.4675
Water (ns),455,13.6,8.3,68.674122
Water (ns),595,13.7,8.3,68.674122
Water (ns),534.3181818,13.8,8.3,68.464
Water (ns),583.7166667,14,8.3,68.451863
Water (ns),394.8125,14.1,8.3,68.70798
Water (ns),1740.561497,14.4,8.3,68.677723
Water (ns),3281.776596,14.7,8.3,68.674122
Water (ns),293.0344828,15.1,8.3,68.674122
Water (ns),438.0909091,16,8.3,68.674122
Water (ns),592.030303,16.4,8.3,68.70798
Water (ns),213.4285714,16.6,8.3,68.674122
Water (ns),152,16.6,8.3,68.674122
Water (ns),744.1052632,16.7,8.3,68.8264
Water (ns),446.3,17.3,8.3,53.517
Water (ns),176.3333333,17.3,8.3,53.517
Water (ns),533.1311475,18.3,8.3,68.70798
Water (ns),58,22.5,8.3,68.677723
Water (ns),146,23.4,8.3,53.517
Water (ns),373.8717949,23.4,8.3,53.517
Water (ns),242.5,4.2,8.31,53.167
Water (ns),199.1666667,4.2,8.31,53.167
Water (ns),639.1086957,14,8.31,53.517
Water (ns),156,14,8.31,53.517
Water (ns),150.625,17.8,8.31,53.517
Water (ns),96,17.8,8.31,53.517
Water (ns),271.8095238,18.3,8.31,53.517
Water (ns),215,18.3,8.31,53.517
Water (ns),466,3,8.32,53.167
Water (ns),323.1333333,3,8.32,53.167
Water (ns),189.1538462,4.4,8.32,53.167
Water (ns),242.6521739,4.4,8.32,53.167
Water (ns),899.4545455,3.5,8.33,53.167
Water (ns),1139.169355,3.5,8.33,53.167
Water (ns),287.3703704,4.3,8.33,53.167
Water (ns),457.7843137,4.3,8.33,53.167
Water (ns),858.8677686,6.6,8.33,53.517
Water (ns),124.2307692,6.6,8.33,53.517
Water (ns),109.8666667,6.7,8.33,53.517
Water (ns),35.5,6.7,8.33,53.517
Water (ns),2495.807087,4.5,8.34,53.167
Water (ns),548,4.5,8.34,53.167
Water (ns),376.1090909,20.7,8.34,53.517
Water (ns),244.4102564,20.7,8.34,53.517
Water (ns),130.4615385,11.2,8.35,53.167
Water (ns),196,11.2,8.35,53.167
Water (ns),54.2,11.7,8.35,53.517
Water (ns),573.2386364,11.7,8.35,53.517
Water (ns),213.1153846,4.7,8.36,53.167
Water (ns),431.4,4.7,8.36,53.167
Water (ns),2784.661871,4.4,8.37,53.167
Water (ns),457.9746835,4.4,8.37,53.167
Water (ns),401.8571429,4.6,8.37,53.167
Water (ns),2867.003663,4.6,8.37,53.167
Water (ns),267.0243902,9.2,8.37,53.333
Water (ns),345,9.2,8.37,53.333
Water (ns),256.5,10,8.37,53.167
Water (ns),254.0263158,10,8.37,53.167
Water (ns),185.1764706,16.8,8.37,53.517
Water (ns),96.57142857,16.8,8.37,53.517
Water (ns),304.5652174,4.8,8.38,53.167
Water (ns),222,4.8,8.38,53.167
Water (ns),755.6162791,7.1,8.38,53.167
Water (ns),110.7692308,7.1,8.38,53.167
Water (ns),157.3157895,15.7,8.38,53.517
Water (ns),130.12,15.7,8.38,53.517
Water (ns),96.375,19.8,8.38,53.517
Water (ns),94.5,19.8,8.38,53.517
Water (ns),160,4.9,8.39,53.517
Water (ns),873.25,4.9,8.39,53.517
Water (ns),223.037037,10.7,8.39,53.333
Water (ns),248.2777778,10.7,8.39,53.333
Water (ns),366.1875,3.2,8.4,53.333
Water (ns),932.3255814,3.2,8.4,53.333
Water (ns),622.4583333,3.6,8.4,53.167
Water (ns),773.0689655,3.6,8.4,53.167
Water (ns),1130.408,4.3,8.4,53.167
Water (ns),1070.578231,4.3,8.4,53.167
Water (ns),1036.270588,4.3,8.4,53.167
Water (ns),2042.007519,7,8.4,68.57478333
Water (ns),1060.721519,7.4,8.4,68.622
Water (ns),507.5882353,11,8.4,68.674122
Water (ns),216.1428571,12.3,8.4,53.167
Water (ns),270.375,12.3,8.4,53.167
Water (ns),412.6216216,13.8,8.4,68.674122
Water (ns),373.34375,15.2,8.4,68.674122
Water (ns),523.3584906,16.5,8.4,68.70785
Water (ns),2664.1875,17,8.4,68.677723
Water (ns),374.5625,17.4,8.4,68.464
Water (ns),466.0857143,17.7,8.4,68.70785
Water (ns),319.1,17.9,8.4,68.81046
Water (ns),19,18,8.4,68.70798
Water (ns),209.1538462,21.7,8.4,68.8264
Water (ns),235,11.3,8.41,53.167
Water (ns),338.3947368,11.3,8.41,53.167
Water (ns),572.1935484,18.6,8.41,53.333
Water (ns),135.8823529,18.6,8.41,53.333
Water (ns),287.09375,18.9,8.41,53.517
Water (ns),125.4347826,20.9,8.41,53.517
Water (ns),195.7777778,20.9,8.41,53.517
Water (ns),436.3846154,3.1,8.42,53.167
Water (ns),299.4897959,3.1,8.42,53.167
Water (ns),546.0857143,4.8,8.42,53.517
Water (ns),56.8,4.8,8.42,53.517
Water (ns),935.189781,16.9,8.42,53.517
Water (ns),267.7,16.9,8.42,53.517
Water (ns),491.4520548,17.4,8.42,53.517
Water (ns),167.4,17.4,8.42,53.517
Water (ns),243.0384615,14.2,8.43,53.167
Water (ns),306.5,14.2,8.43,53.167
Water (ns),800.9210526,17.3,8.43,53.333
Water (ns),161.9545455,17.3,8.43,53.333
Water (ns),256.0625,5.4,8.44,53.517
Water (ns),133.0714286,5.4,8.44,53.517
Water (ns),489.7307692,12.78,8.44,55.905
Water (ns),328,14,8.44,53.167
Water (ns),313.2758621,14,8.44,53.167
Water (ns),347.2857143,15.5,8.44,53.167
Water (ns),370.2631579,15.5,8.44,53.167
Water (ns),100.5,3,8.45,53.517
Water (ns),175.7894737,3,8.45,53.517
Water (ns),397.96875,3.2,8.45,53.167
Water (ns),2931.360595,3.2,8.45,53.167
Water (ns),193.9375,7.5,8.45,53.517
Water (ns),708,7.5,8.45,53.517
Water (ns),199.3,18.7,8.45,53.333
Water (ns),88.57142857,18.7,8.45,53.333
Water (ns),442.4186047,4.6,8.46,53.167
Water (ns),439.2542373,4.6,8.46,53.167
Water (ns),347.0526316,9.3,8.46,53.167
Water (ns),397.75,9.3,8.46,53.167
Water (ns),716.8627451,6.5,8.47,53.517
Water (ns),641.76,6.5,8.47,53.517
Water (ns),241.1666667,2.4,8.48,53.167
Water (ns),159.3684211,2.4,8.48,53.167
Water (ns),402.296875,8.8,8.48,53.517
Water (ns),228.5652174,8.8,8.48,53.517
Water (ns),473.362069,10.5,8.48,53.167
Water (ns),279.9166667,10.5,8.48,53.167
Water (ns),465,11.2,8.48,53.167
Water (ns),505.34375,11.2,8.48,53.167
Water (ns),509.032967,14,8.48,53.517
Water (ns),232.2142857,14,8.48,53.517
Water (ns),560.6451613,17.1,8.48,53.517
Water (ns),84.66666667,17.1,8.48,53.517
Water (ns),150.2727273,11.8,8.49,53.517
Water (ns),108.4615385,11.8,8.49,53.517
Water (ns),146.030303,24.9,8.49,53.517
Water (ns),447.4307692,24.9,8.49,53.517
Water (ns),370,2.8,8.5,53.167
Water (ns),518.037037,2.8,8.5,53.167
Water (ns),275.4285714,4.5,8.5,53.167
Water (ns),1167.788462,4.5,8.5,53.167
Water (ns),425.9545455,15,8.5,68.62276
Water (ns),777.04,16.6,8.5,68.53698
Water (ns),600.1818182,16.6,8.5,68.81046
Water (ns),455.3846154,16.9,8.5,68.82806
Water (ns),30,17.8,8.5,68.677723
Water (ns),384.3,18.4,8.5,68.70785
Water (ns),351.3333333,18.5,8.5,53.333
Water (ns),318.5454545,18.5,8.5,53.333
Water (ns),499.6,18.5,8.5,68.70785
Water (ns),1392.929348,21.6,8.5,68.82735
Water (ns),467.7317073,21.9,8.5,68.677723
Water (ns),288.8958333,22,8.5,53.333
Water (ns),543.4375,22,8.5,53.333
Water (ns),254.1153846,11.9,8.51,53.517
Water (ns),662.1136364,20.1,8.51,53.517
Water (ns),1131.519084,20.1,8.51,53.517
Water (ns),301.5833333,20.7,8.51,53.333
Water (ns),269.24,20.7,8.51,53.333
Water (ns),178.7857143,5.7,8.52,53.167
Water (ns),212.4545455,5.7,8.52,53.167
Sediment (ns),2385.024194,6.2,8.52,45.414297
Sediment (ns),2132.647059,6.2,8.52,45.414297
Water (ns),685.0705882,9.8,8.52,53.517
Water (ns),547.7391304,9.8,8.52,53.517
Water (ns),120.8666667,13,8.52,53.517
Water (ns),427.6842105,13,8.52,53.517
Water (ns),303.1081081,16.2,8.52,53.333
Water (ns),100.6,20.4,8.52,53.517
Water (ns),555.9906542,20.4,8.52,53.517
Water (ns),575,2.9,8.53,53.517
Water (ns),94.125,2.9,8.53,53.517
Water (ns),519.3888889,12.9,8.53,53.167
Water (ns),485.893617,12.9,8.53,53.167
Water (ns),690.9565217,18.2,8.53,53.167
Water (ns),390.0212766,18.2,8.53,53.167
Water (ns),2796.605442,21.2,8.53,53.167
Water (ns),326.2857143,21.2,8.53,53.167
Water (ns),848.5725191,3.1,8.54,53.517
Water (ns),702.2718447,3.1,8.54,53.517
Water (ns),267,7.4,8.54,53.167
Water (ns),247.5263158,7.4,8.54,53.167
Water (ns),172.7142857,15.8,8.54,53.517
Water (ns),114.4,15.8,8.54,53.517
Water (ns),271.5294118,23.1,8.54,53.333
Water (ns),346.8857143,23.1,8.54,53.333
Water (ns),381.4468085,2.6,8.55,53.167
Water (ns),420.0454545,2.6,8.55,53.167
Water (ns),278.0263158,4.8,8.55,53.333
Water (ns),160.4736842,4.8,8.55,53.333
Water (ns),168.6071429,14.3,8.55,53.517
Water (ns),223.2413793,14.3,8.55,53.517
Water (ns),339.1428571,17.1,8.55,53.167
Water (ns),506.7380952,17.1,8.55,53.167
Water (ns),144.6666667,17.2,8.55,53.517
Water (ns),86.21428571,17.2,8.55,53.517
Water (ns),388.3818182,19.5,8.55,53.167
Water (ns),300.6363636,19.5,8.55,53.167
Water (ns),429.4333333,20.3,8.55,53.333
Water (ns),264.6764706,20.3,8.55,53.333
Water (ns),53,20.6,8.55,53.517
Water (ns),185.8888889,20.6,8.55,53.517
Water (ns),268.7777778,22.7,8.55,53.333
Water (ns),431.1707317,22.7,8.55,53.333
Water (ns),328.0789474,3.9,8.56,53.333
Water (ns),560.0138889,3.9,8.56,53.333
Sediment (ns),1751.777202,6.3,8.56,45.942894
Water (ns),438.3414634,7.7,8.56,53.167
Water (ns),369.06,7.7,8.56,53.167
Water (ns),719.6395349,16.7,8.56,53.517
Water (ns),285.7368421,16.7,8.56,53.517
Water (ns),533.7971014,17.2,8.56,53.167
Water (ns),775.1530612,17.2,8.56,53.167
Water (ns),2676.280864,17.3,8.56,53.167
Water (ns),312.2777778,17.5,8.56,53.167
Water (ns),316.3658537,18.5,8.56,53.333
Water (ns),332.0576923,18.5,8.56,53.333
Water (ns),284.4411765,18.6,8.56,53.167
Water (ns),238.8823529,18.6,8.56,53.167
Water (ns),391.5714286,18.9,8.56,53.517
Water (ns),2780.262357,20.8,8.56,53.167
Water (ns),245.04,20.8,8.56,53.167
Water (ns),568.7875,21.1,8.56,53.517
Water (ns),195,21.1,8.56,53.517
Water (ns),276.0588235,5.1,8.57,53.167
Water (ns),225,5.1,8.57,53.167
Water (ns),614.5555556,6.9,8.57,53.167
Water (ns),280.1212121,6.9,8.57,53.167
Water (ns),82.88235294,14.9,8.57,53.517
Water (ns),918.6328125,14.9,8.57,53.517
Water (ns),245,15.3,8.57,53.167
Water (ns),307.4871795,15.3,8.57,53.167
Water (ns),437.326087,4.5,8.58,53.167
Water (ns),337.4166667,4.5,8.58,53.167
Water (ns),1128.2,6.9,8.58,53.167
Water (ns),825.6973684,6.9,8.58,53.167
Water (ns),253,8.2,8.58,53.167
Water (ns),334.8965517,8.2,8.58,53.167
Water (ns),152.4444444,9.3,8.58,53.517
Water (ns),107.2727273,9.3,8.58,53.517
Water (ns),362.125,15.3,8.58,53.333
Water (ns),329.0227273,15.3,8.58,53.333
Water (ns),795.2857143,15.3,8.58,53.167
Water (ns),1075.65,15.3,8.58,53.167
Water (ns),238.7346939,19.1,8.58,53.517
Water (ns),88.36363636,19.1,8.58,53.517
Water (ns),416.7317073,19.4,8.58,53.167
Water (ns),285,19.4,8.58,53.167
Sediment (ns),2022.919149,10.9,8.59,45.942894
Water (ns),388,17.8,8.59,53.333
Water (ns),822.9090909,17.8,8.59,53.333
Water (ns),135.3,8.7,8.6,53.517
Water (ns),356.4489796,8.7,8.6,53.517
Water (ns),1335.75,11.9,8.6,68.6256
Water (ns),90,15.8,8.6,68.674122
Water (ns),445.2560976,18.7,8.6,53.517
Water (ns),478,18.7,8.6,53.517
Water (ns),79,18.9,8.6,68.81046
Water (ns),372,21.8,8.6,68.82806
Water (ns),166.0714286,24.3,8.6,53.517
Water (ns),248.2857143,24.3,8.6,53.517
Sediment (ns),1987.657459,6.2,8.61,45.322819
Sediment (ns),2036.36,6.2,8.61,45.322819
Water (ns),341.7777778,8.9,8.61,53.167
Water (ns),412,8.9,8.61,53.167
Water (ns),459.6341463,14.1,8.61,53.167
Water (ns),297.6666667,14.1,8.61,53.167
Water (ns),180.5,17.9,8.61,53.517
Water (ns),203.5714286,17.9,8.61,53.517
Water (ns),619.56,5.2,8.62,53.167
Water (ns),479.5849057,5.2,8.62,53.167
Water (ns),65.25,12.3,8.62,53.517
Water (ns),508.5909091,12.3,8.62,53.517
Water (ns),974.3586957,17.9,8.62,53.167
Water (ns),1095.421053,17.9,8.62,53.167
Water (ns),426.8507463,19.2,8.62,53.517
Water (ns),650.2258065,19.2,8.62,53.517
Water (ns),161.1666667,19.2,8.62,53.517
Water (ns),288.8780488,20.6,8.62,53.517
Water (ns),135.75,20.6,8.62,53.517
Water (ns),307.5609756,20.6,8.62,53.167
Water (ns),456.8181818,20.6,8.62,53.167
Water (ns),273.3571429,23.5,8.62,53.517
Water (ns),584.3092784,23.5,8.62,53.517
Water (ns),252.2777778,2.6,8.63,53.333
Water (ns),491.0425532,2.6,8.63,53.333
Water (ns),343.875,20.6,8.63,53.333
Water (ns),695.2625,20.6,8.63,53.333
Sediment (ns),1899.504545,9.2,8.64,45.183433
Water (ns),189.1428571,10.9,8.64,53.517
Water (ns),90,10.9,8.64,53.517
Water (ns),1097.787879,15.9,8.64,53.167
Water (ns),472.8709677,15.9,8.64,53.167
Water (ns),481.0185185,22.1,8.64,53.167
Water (ns),512.6153846,22.1,8.64,53.167
Water (ns),433.9782609,12.7,8.65,53.167
Water (ns),310.037037,12.7,8.65,53.167
Water (ns),233.3125,12.9,8.65,53.333
Water (ns),384.2195122,12.9,8.65,53.333
Water (ns),136.4375,14,8.65,53.333
Water (ns),320.3802817,14,8.65,53.333
Water (ns),125.375,19.1,8.65,53.517
Water (ns),190.4545455,19.1,8.65,53.517
Water (ns),158,23.1,8.65,53.333
Water (ns),143.8333333,23.1,8.65,53.333
Surface (ns),31,68,8.65,44.532
Surface (ns),84.65625,68,8.65,44.532
Surface (ns),53,68,8.65,44.532
Surface (ns),55.16666667,68,8.65,44.532
Surface (ns),58.66666667,68,8.65,44.532
Surface (ns),71.25,68,8.65,44.532
Surface (ns),79.5,68,8.65,44.532
Surface (ns),85,68,8.65,44.532
Surface (ns),75.625,68,8.65,44.532
Surface (ns),89.75,68,8.65,44.532
Surface (ns),97.83333333,68,8.65,44.532
Surface (ns),79.4,68,8.65,44.532
Surface (ns),102.4615385,68,8.65,44.532
Water (ns),258.1612903,6.2,8.66,53.167
Water (ns),293.6666667,6.2,8.66,53.167
Water (ns),387.5660377,17.6,8.66,53.333
Water (ns),347.0882353,6.2,8.67,53.167
Water (ns),321.483871,6.2,8.67,53.167
Water (ns),189.8947368,10.8,8.67,53.517
Water (ns),89.3,10.8,8.67,53.517
Water (ns),471.5964912,12.9,8.67,53.333
Water (ns),471.8333333,12.9,8.67,53.333
Water (ns),526.06,18,8.67,53.167
Water (ns),847.1898734,18,8.67,53.167
Water (ns),283.0769231,19.2,8.67,53.333
Water (ns),293.12,19.2,8.67,53.333
Water (ns),223,9.4,8.68,53.333
Water (ns),302.1818182,9.4,8.68,53.333
Water (ns),899.2788462,12.3,8.68,53.167
Water (ns),1055.634146,12.3,8.68,53.167
Water (ns),664.010101,23.5,8.68,53.517
Water (ns),746.0084746,23.5,8.68,53.517
Sediment (ns),1772.509901,10.5,8.69,45.942894
Sediment (ns),2080.905882,10.5,8.69,45.942894
Water (ns),294.2941176,12.7,8.69,53.167
Water (ns),215.2727273,18.7,8.69,53.167
Water (ns),203.3703704,18.7,8.69,53.167
Water (ns),532.9710145,3.4,8.7,53.517
Water (ns),933.9221557,3.4,8.7,53.517
Water (ns),915.4964029,5.3,8.7,53.517
Water (ns),171.25,5.3,8.7,53.517
Sediment (ns),1937.471503,10.4,8.7,45.183433
Water (ns),394.2068966,11.7,8.7,68.49113
Water (ns),638.0923077,14.5,8.7,68.49113
Water (ns),194.5882353,14.7,8.7,53.517
Water (ns),657.443038,14.7,8.7,53.517
Water (ns),413.3962264,15.4,8.7,53.333
Water (ns),664.7692308,15.4,8.7,53.333
Water (ns),171.1666667,16.9,8.7,53.517
Water (ns),340.6896552,17.3,8.7,53.333
Water (ns),498.7631579,17.3,8.7,53.333
Water (ns),452.5714286,18.9,8.7,68.81046
Water (ns),301,19.3,8.7,53.517
Water (ns),157.2307692,19.3,8.7,53.517
Water (ns),370.25,19.5,8.7,53.333
Water (ns),560.4821429,19.5,8.7,53.333
Water (ns),587.862069,20.2,8.7,68.82806
Water (ns),444.5714286,20.6,8.7,53.167
Water (ns),77,20.6,8.7,53.167
Water (ns),130.0434783,21.8,8.7,53.333
Water (ns),172.0769231,21.8,8.7,53.333
Surface (s),1247.576923,28,8.7,30.124755
Surface (s),249.2142857,28,8.7,30.124755
Surface (s),1959.070866,28,8.7,30.124755
Surface (s),1332.888889,28,8.7,30.124755
Water (ns),498.5,11.4,8.71,53.333
Water (ns),848.6576577,11.4,8.71,53.333
Water (ns),149.1764706,16.1,8.71,53.333
Water (ns),504.0545455,16.1,8.71,53.333
Water (ns),358.25,17.7,8.71,53.167
Water (ns),189.55,17.7,8.71,53.167
Water (ns),212.0769231,21.1,8.71,53.333
Water (ns),373,21.1,8.71,53.333
Water (ns),221.030303,9.2,8.72,53.333
Water (ns),429.0535714,9.2,8.72,53.333
Water (ns),282.2608696,18,8.72,53.167
Water (ns),289.6190476,18,8.72,53.167
Water (ns),320,18.7,8.72,53.333
Water (ns),298.6176471,18.7,8.72,53.333
Water (ns),453.12,18.8,8.72,53.167
Water (ns),346.6956522,18.8,8.72,53.167
Water (ns),251.0294118,20.2,8.72,53.167
Water (ns),400.0465116,20.2,8.72,53.167
Water (ns),2861.765625,20.4,8.72,53.167
Water (ns),229.4761905,20.4,8.72,53.167
Water (ns),303.0238095,21.4,8.72,53.167
Water (ns),221.0384615,21.4,8.72,53.167
Sediment (ns),2382.058824,7.1,8.73,45.652528
Sediment (ns),2836.343066,7.1,8.73,45.652528
Water (ns),219,24,8.73,53.167
Water (ns),297.3846154,24,8.73,53.167
Water (ns),541.8730159,9.2,8.74,53.333
Water (ns),972.1818182,9.2,8.74,53.333
Water (ns),95,21.3,8.74,53.517
Water (ns),653.825,21.3,8.74,53.517
Water (ns),745.8983051,7.4,8.75,53.167
Water (ns),456.5185185,7.4,8.75,53.167
Water (ns),449.4772727,7.7,8.75,53.167
Water (ns),282.1071429,7.7,8.75,53.167
Water (ns),761.6493506,14.9,8.75,53.167
Water (ns),1118.225225,14.9,8.75,53.167
Water (ns),998.7692308,19.5,8.75,53.517
Water (ns),665.9433962,19.5,8.75,53.517
Surface (ns),100.9285714,58,8.75,44.532
Surface (ns),56.16666667,58,8.75,44.532
Surface (ns),65.1,58,8.75,44.532
Surface (ns),77.11111111,58,8.75,44.532
Surface (ns),78.25,58,8.75,44.532
Surface (ns),43.16666667,58,8.75,44.532
Surface (ns),48.6,58,8.75,44.532
Surface (ns),61,58,8.75,44.532
Surface (ns),62.8,58,8.75,44.532
Surface (ns),67.5,58,8.75,44.532
Surface (ns),64.875,58,8.75,44.532
Surface (ns),142,58,8.75,44.532
Surface (ns),130.5,58,8.75,44.532
Surface (ns),122.75,58,8.75,44.532
Surface (ns),47,68,8.75,44.532
Surface (ns),49,68,8.75,44.532
Surface (ns),47,68,8.75,44.532
Surface (ns),51,68,8.75,44.532
Surface (ns),47.5,68,8.75,44.532
Surface (ns),59,68,8.75,44.532
Surface (ns),69.5,68,8.75,44.532
Surface (ns),57.375,68,8.75,44.532
Surface (ns),91,68,8.75,44.532
Surface (ns),65.5,68,8.75,44.532
Surface (ns),77.66666667,68,8.75,44.532
Surface (ns),101,68,8.75,44.532
Surface (ns),74.76923077,68,8.75,44.532
Surface (ns),95.07692308,68,8.75,44.532
Sediment (ns),2056.814286,5.7,8.76,45.322819
Water (ns),161.1428571,9.3,8.76,53.167
Water (ns),213.0769231,9.3,8.76,53.167
Water (ns),323,10.6,8.76,53.167
Water (ns),350.8571429,10.6,8.76,53.167
Water (ns),707.890625,10.8,8.76,53.167
Water (ns),1031.247059,10.8,8.76,53.167
Water (ns),384.484375,11.5,8.76,53.517
Water (ns),616.0131579,11.5,8.76,53.517
Surface (ns),28,62,8.76,44.532
Surface (ns),78.54545455,62,8.76,44.532
Surface (ns),40,62,8.76,44.532
Surface (ns),51.14285714,62,8.76,44.532
Surface (ns),55.375,62,8.76,44.532
Surface (ns),46,62,8.76,44.532
Surface (ns),34.6,62,8.76,44.532
Surface (ns),59.5,62,8.76,44.532
Surface (ns),54.11111111,62,8.76,44.532
Surface (ns),109,62,8.76,44.532
Surface (ns),75.36363636,62,8.76,44.532
Surface (ns),46.375,62,8.76,44.532
Sediment (ns),1531.369318,5.6,8.77,45.322819
Water (ns),200.3225806,17.6,8.77,53.333
Water (ns),489,17.6,8.77,53.333
Water (ns),570.5090909,18.6,8.78,53.167
Water (ns),434.6842105,18.6,8.78,53.167
Surface (ns),49,62.6,8.78,44.532
Surface (ns),50,62.6,8.78,44.532
Surface (ns),54,62.6,8.78,44.532
Surface (ns),70.5,62.6,8.78,44.532
Surface (ns),54.42857143,62.6,8.78,44.532
Surface (ns),66.11111111,62.6,8.78,44.532
Surface (ns),65.33333333,62.6,8.78,44.532
Surface (ns),85.5,62.6,8.78,44.532
Surface (ns),97.1,62.6,8.78,44.532
Surface (ns),270.3714286,62.6,8.78,44.532
Surface (ns),253.4883721,62.6,8.78,44.532
Surface (ns),252.15,62.6,8.78,44.532
Surface (ns),154.5416667,62.6,8.78,44.532
Surface (ns),153,62.6,8.78,44.532
Surface (ns),128,62.6,8.78,44.532
Surface (ns),278.6785714,64,8.78,44.531
Surface (ns),208.1176471,64,8.78,44.531
Surface (ns),288.3970588,64,8.78,44.531
Surface (ns),42.375,64,8.78,44.531
Surface (ns),40,64,8.78,44.531
Surface (ns),44,64,8.78,44.531
Surface (ns),168.2413793,64,8.78,44.531
Surface (ns),198.4883721,64,8.78,44.531
Surface (ns),176.0344828,64,8.78,44.531
Surface (ns),293.5192308,64,8.78,44.531
Surface (ns),288.8095238,64,8.78,44.531
Surface (ns),385.4057971,64,8.78,44.531
Surface (ns),368.1632653,64,8.78,44.531
Surface (ns),415.6923077,64,8.78,44.531
Surface (ns),444.6818182,64,8.78,44.531
Surface (ns),47,64.2,8.78,44.531
Surface (ns),42.5,64.2,8.78,44.531
Surface (ns),42,64.2,8.78,44.531
Surface (ns),160.1818182,64.2,8.78,44.531
Surface (ns),122.3913043,64.2,8.78,44.531
Surface (ns),166.3125,64.2,8.78,44.531
Surface (ns),199.9565217,64.2,8.78,44.531
Surface (ns),218.7179487,64.2,8.78,44.531
Surface (ns),216.4285714,64.2,8.78,44.531
Surface (ns),234.9655172,64.2,8.78,44.531
Surface (ns),281.6,64.2,8.78,44.531
Surface (ns),294,64.2,8.78,44.531
Surface (ns),255.4897959,64.2,8.78,44.531
Surface (ns),382.05,64.2,8.78,44.531
Water (ns),174.8666667,15.5,8.79,53.517
Water (ns),134,15.5,8.79,53.517
Surface (ns),51.5,63.4,8.79,44.532
Surface (ns),46.42857143,63.4,8.79,44.532
Surface (ns),37.5,63.4,8.79,44.532
Surface (ns),31.5,63.4,8.79,44.532
Surface (ns),37,63.4,8.79,44.532
Surface (ns),32,63.4,8.79,44.532
Surface (ns),40.85714286,63.4,8.79,44.532
Surface (ns),36.33333333,63.4,8.79,44.532
Surface (ns),37,63.4,8.79,44.532
Surface (ns),48.6,63.4,8.79,44.532
Surface (ns),46.66666667,63.4,8.79,44.532
Surface (ns),47.2,63.4,8.79,44.532
Water (ns),1401.348837,6.7,8.8,53.167
Water (ns),558.8791209,6.7,8.8,53.167
Water (ns),267.2142857,10.2,8.8,53.333
Water (ns),249.0625,10.2,8.8,53.333
Water (ns),3113.930636,12.8,8.8,68.800628
Water (ns),382.8857143,14.2,8.8,68.48625
Water (ns),286.2857143,20.8,8.8,53.167
Water (ns),305.1290323,20.8,8.8,53.167
Water (ns),342.25,5.9,8.81,53.333
Water (ns),300.4423077,5.9,8.81,53.333
Water (ns),296.4,7.8,8.81,53.167
Water (ns),384.1785714,7.8,8.81,53.167
Water (ns),249.1111111,13.9,8.82,53.333
Water (ns),445,13.9,8.82,53.333
Water (ns),615.2258065,21.2,8.82,53.517
Water (ns),450.3382353,21.2,8.82,53.517
Water (ns),197.3448276,21.3,8.82,53.333
Water (ns),232.6521739,21.3,8.82,53.333
Water (ns),254,24.4,8.82,53.333
Water (ns),201.5,24.4,8.82,53.333
Water (ns),486.609375,13.9,8.84,53.333
Water (ns),335.3728814,13.9,8.84,53.333
Sediment (ns),2319.842105,10,8.85,45.183433
Water (ns),264.1081081,14.4,8.85,53.333
Water (ns),403.75,14.4,8.85,53.333
Water (ns),304.037037,8.7,8.86,53.517
Water (ns),534.5185185,8.7,8.86,53.517
Water (ns),618.1956522,19.3,8.86,53.167
Water (ns),417.8181818,19.3,8.86,53.167
Water (ns),113.1666667,20.1,8.86,53.517
Water (ns),80,20.1,8.86,53.517
Sediment (ns),1824.432161,16.1,8.88,45.942894
Water (ns),365.9411765,19.3,8.88,53.517
Water (ns),200,19.3,8.88,53.517
Water (ns),211.5882353,22.1,8.9,53.167
Water (ns),449.375,22.1,8.9,53.167
Water (ns),336.9032258,16.1,8.91,53.167
Water (ns),355.8846154,16.1,8.91,53.167
Surface (ns),35.6,61,8.91,44.532
Surface (ns),31.25,61,8.91,44.532
Surface (ns),43,61,8.91,44.532
Surface (ns),36.5,61,8.91,44.532
Surface (ns),28,61,8.91,44.532
Surface (ns),24.5,61,8.91,44.532
Surface (ns),35,61,8.91,44.532
Surface (ns),39,61,8.91,44.532
Surface (ns),48,61,8.91,44.532
Surface (ns),60.14285714,61,8.91,44.532
Surface (ns),56.42857143,61,8.91,44.532
Water (ns),534.0833333,5.3,8.92,53.333
Water (ns),614.0181818,20.3,8.92,53.517
Water (ns),113.2727273,20.3,8.92,53.517
Water (ns),422.8823529,20,8.93,53.167
Water (ns),3243.146718,20,8.93,53.167
Surface (ns),63.5,48.6,8.94,44.531
Surface (ns),59.6,48.6,8.94,44.531
Surface (ns),52.66666667,48.6,8.94,44.531
Surface (ns),64.14285714,48.6,8.94,44.531
Surface (ns),55,48.6,8.94,44.531
Surface (ns),85.6,48.6,8.94,44.531
Surface (ns),50.14285714,48.6,8.94,44.531
Surface (ns),66,48.6,8.94,44.531
Surface (ns),59.625,48.6,8.94,44.531
Surface (ns),67.625,48.6,8.94,44.531
Surface (ns),62.42857143,48.6,8.94,44.531
Surface (ns),63.33333333,48.6,8.94,44.531
Surface (ns),106.5454545,48.6,8.94,44.531
Surface (ns),92.5,48.6,8.94,44.531
Surface (ns),95.14285714,48.6,8.94,44.531
Water (ns),841.1271186,22.3,8.96,53.333
Water (ns),350.027027,22.4,8.99,53.167
Water (ns),401.6666667,22.4,8.99,53.167
Sediment (ns),2639.235043,10,9,45.942894
Surface (s),165.75,20,9,38.862
